primary_access_id_project;access_id_project;access_name_project;regional_project;provinsi_project;area_project;pic_project;hpplan_project;status_po;number_po;tanggal_po;tahun_po;nilai_awal_po;hp_po;po_estimasi;eks_kompetitor;tgl_canvasing;surat_ijin_bak;bak_bak;status_bak;tanggal_bak;hp_bak;report_cbn;kmz_cbn;status_cbn;tgl_submite_cbn;tgl_approve_cbn;spk_nomor;spk_tanggal;spk_target_rfs;spk_hp;report_hld;apd_hld;boq_hld;status_hld;tgl_submit_hld;tgl_approve_hld;hp_hld;apd_lld;boq_lld;report_lld;autocad_lld;schematic_lld;maincore_lld;penambang_jalan_lld;bid_lld;status_lld;tgl_submite_lld;tgl_approve_lld;hp_lld;tgl_kom;tgl_pks;tiang_implementasi;kabel_implementasi;dpfo_implementasi;cortiang_implementasi;atp_implementasi;status_implementasi;tanggal_rfs;hp_rfs;tanggal_atp;hp_atp;tanggal_bast;main_status;remarks_status;submit_invoice_bast;nilai_invoice_bast;plan_invoice_bast;keterangan_bast;submit_invoice_retensi;nilai_invoice_retensi;plan_invoice_retensi;keterangan_retensi;total_invoice;total_sisa_invoice
177;ACCESS0074-01-2025;FBEOPA BDL KEMILING RAYA LINGKUNGAN 1 TK;Regional 1;Bandar Lampung;Lampung;Supriyatno;472;Belum Terbit PO;;;;;;472,000,000;biznet, xl, my republic dan indihome;05/11/2024;DONE;DONE;OK;45616;472;DONE;DONE;OK;15/11/2024;;No.064/MAP/JKT/NDV/ARF/REF/I/2025;15/01/2025;W4-Februari 2025;458;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;I. On Going LLD;"27/12/24 : Need Approval CBN
11/12/24 : Plan submite HLD Tanggal 14 Des 2024
20/11/24 : Target submite HLD
12/11/24 : Finishing tagging HP dang tagging tiang
5/11/24 : sudah menjelaskan maksud dan tujuan, kepala lingkungan 1 belum bisa memutuskan diizinkan atau tidaknya dikarenakan perlu berkoordinasi dengan RT. Jumlah RT 15";;;;;;;;;0;0
178;;Kelurahan Sumber Rejo;Regional 1;Bandar Lampung;Lampung;Supriyatno;99;Belum Terbit PO;;;;;;99,000,000;;10/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"02/01/25 : OGP Survey, dan plan sosialisasi dengan Warga
26/12/24 : Survey jalur titik tiang
20/12/24 : Hasil sosialisasi bersama RT, kaling, lurah dan babinsa. Disurvey terlebih dahulu untuk melakukan penitikan tiang dan dikawal oleh RT
18/12/24 : lurah memberikan waktu untuk sosialisasi pada hari jumat tanggal 20 Des 24
10/12/24 : udah bertemu dengan pak kanit dan menjelaskan maksud dan tujuan terkait pembangunan jaringan internet FiberStar, lurah tidak ada ditempat
Apabila ada lurah akan diberi waktu untuk menjelaskan kelurah";;;;;;;;;0;0
179;;Kelurahan Pinang Jaya;Regional 1;Bandar Lampung;Lampung;Supriyatno;99;Belum Terbit PO;;;;;;99,000,000;;24/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"10/01/25 : sudah bertemu dengan lurah dan menjelaskan, lurah belum bisa memutuskan untuk perizinannyaz dan tidak menolak apabila ada pembanganunan jaringan, arahan dari pak lurah akan dilakukan untuk sosialisasi dengan LK dan RT terlebih dahulu, untuk masalah waktu dan tempat akan dikoordinasikan
26/12/24 : Belum ketemu dengan Pak Lurah";;;;;;;;;0;0
180;;Kelurahan Sumberrejo Sejahtera;Regional 1;Bandar Lampung;Lampung;Supriyatno;1500;Belum Terbit PO;;;;;;1,500,000,000;;16/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"26/12/24 : masih menunggu keputusan dan akan di FU
17/12/24 :  lurah perlu berkoordinasi dengan Lingkungan dan RT
6/11/24 : lurah tidak ada dikantor, besok akan difollow up";;;;;;;;;0;0
181;;Kelurahan Sumber Agung;Regional 1;Bandar Lampung;Lampung;Supriyatno;99;Belum Terbit PO;;;;;;99,000,000;;19/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"10/01/25 : sudah bertemu dengan lurah dan menjelaskan, arahan dari lurah apabila surat izin perkim sudah ada, maka akan dilakukan untuk sosialisasi dengan LK dan RT
26/12/24 : Belum ketemu dengan Lurah
19/12/24 : sudah bertemu dengan pak linmas dan menjelaskan maksud dan tujuan terkait pembangunan jaringan internet FiberStar, lurah tidak ada ditempat";;;;;;;;;0;0
182;;Kelurahan Kedaung;Regional 1;Bandar Lampung;Lampung;Supriyatno;99;Belum Terbit PO;;;;;;99,000,000;;19/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"13/01/25: sudah bertemu dengan lurah menjelaskan maksud dan tujuan, lurah meminta surat izin perkim terlebih dahulu baru bisa bersosialisasi dengan rt dan kaling
10/01/25 : lurah tidak ada dikantor, sudah janjian untuk hari senin jam 10 bertemu dikelurahan
26/12/24 : Belum bertemu dengan Lurah
19/12/24 : sudah bertemu dengan pak linmas dan menjelaskan maksud dan tujuan terkait pembangunan jaringan internet FiberStar, lurah tidak ada karena ada rapat dikantor walikota";;;;;;;;;0;0
183;;Pondok Siger 3;Regional 1;Bandar Lampung;Lampung;Supriyatno;300;Belum Terbit PO;;;;;;300,000,000;biznet, xl, my republic dan indihome;24/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"26/12/24 : Menunggu hasil keputusan Kepala Lingkungan
2/11/24 : sudah berkoordinasi dengan kepala lingkungan 1, pihak kaling belum bisa memutuskan untuk perizinan agar berkoordinasi dengan pihak RT tersebut";;;;;;;;;0;0
184;;Perumahan wana asri;Regional 1;Bandar Lampung;Lampung;Supriyatno;1071;Belum Terbit PO;;;;;;1,071,000,000;biznet, xl, my republic dan indihome;24/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"26/12/24 : Menunggu hasil keputusan Kepala Lingkunganberkoordinasi dengan kepala lingkungan 1, kepala lingkungan 1  bisa memutuskan untuk perizinan apa bila surat perizinan dari PERKIM, kecamatan dan kelurahan belum ada, apa bila sudah ada pihak kepala lingkungan akan berkoordinasi dengan pihak RT. Jumlah RT (18)
Sebelumnya kompensasi yg diberikan oleh pihak My rep 3juta/RT";;;;;;;;;0;0
185;;alkhafi dan open area jl rambutan;Regional 1;Bandar Lampung;Lampung;Supriyatno;500;Belum Terbit PO;;;;;;500,000,000;biznet, xl, my republic dan indihome;24/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"26/12/24 : Menunggu hasil keputusan Kepala Lingkungan
sudah berkoordinasi dengan kepala lingkungan 1, pihak kaling belum bisa memutuskan untuk perizinan agar berkoordinasi dengan pihak RT tersebut";;;;;;;;;0;0
186;;Griya Lebak Murni;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;280;Tidak Terbit PO;;;;;;;;30/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"11/12/24 : RW menolak
30/11/24 : diperumahan ini dipegang oleh 1 RT (RT 107) dan RW 009 namun pak RT belum mengizinkan untuk masuknya jaringan Fiberstar dikarenakan case dgn warga dan sudah banyak tiang yg masuk. kebanyakan warga keberatan.";;;;;;;;;0;0
187;;Perumahan Griya Sako Permai;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;500;Tidak Terbit PO;;;;;;;;30/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"11/12/24 : existing FS
30/11/24 : diperumahan ini info dari RT 30 bahwa seluruh griya sako permai sudah masuk jaringan fiberstar. diperumahan ini ada 9 RT dan semuanya sudah tercover fiberstar.";;;;;;;;;0;0
188;;Perumahan Griya Sako Permai RW 06 FDT 1;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;30/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"30/11/24 : diperumahan ini info dari RT 30 bahwa seluruh griya sako permai 
sudah masuk jaringan fiberstar. diperumahan ini ada 9 RT dan semuanya sudah tercover fiberstar.";;;;;;;;;0;0
189;;Perumahan Griya Sako Permai RW 06 FDT 2;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;25/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"30/11/24 : diperumahan ini info dari RT 30 bahwa seluruh griya sako permai 
sudah masuk jaringan fiberstar. diperumahan ini ada 9 RT dan semuanya sudah tercover fiberstar.";;;;;;;;;0;0
190;;Griya Maharani;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;25/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"02/01/25 : Drop
26/12/24 : Tidak sesuai tikor, alamtnya belum ketemu
25/11/24 : belum bertemu dengan Perumahannya karena actualnya di karya baru";;;;;;;;;0;0
191;;Villa Cahaya 3;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"26/12/24 : Pak RT menolak jaringan FS
23/11/24 : perumahan ini dipegang oleh RT 22, pak RT sedang bekerja namun sudah dapat kontaknya.";;;;;;;;;0;0
192;;Perumahan Pangeran Permai 2;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"26/12/24 : Eksisting FS
23/11/24 : info dari bu RT bahwa diperumahan ini sudah masuk jaringan Fiberstar.";;;;;;;;;0;0
193;;Perumahan Bumi Sako Permai;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;23/11/24 : info dari bu RT bahwa diperumahan ini sudah masuk jaringan Fiberstar.;;;;;;;;;0;0
194;;Bumi Sako Damai;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;24/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;24/11/24 : di perumahan ini sudah masuk jaringan Fibestar.;;;;;;;;;0;0
195;;Bumi Sako Damai Tahap 2;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"23/11/24 : info dari bu RT 99 bahwa di perumahan ini sudah masuk jaringan Fiberstar. 
bahkan ada 3 RT diperumahan ini juga sudah masuk semua.";;;;;;;;;0;0
196;;Komplek Griya Maju;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"23/11/24 : info dari bu RT 99 bahwa di perumahan ini sudah masuk jaringan Fiberstar. 
bahkan ada 3 RT diperumahan ini juga sudah masuk semua.";;;;;;;;;0;0
197;;Komplek Labamboe;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;24/11/24 : di perumahan ini sudah masuk jaringan Fiberstar.;;;;;;;;;0;0
198;;Summerland;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"26/12/24 : Pihak developer blm bisa ditemui, HP hanya 47 hp
23/11/24 : Info dari security perumahan ini dipegang oleh developer dan sudah dapat kontaknya.";;;;;;;;;0;0
199;;Perum Putri Gading Cempaka Borang;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"02/01/25 : RT Menolak
26/12/24 : Ketua komplek menolak, plan akan menemui RT terlebih dahulu
24/11/24 : di perumahan ini di pegang oleh ketua komplek dan RT, 
namun ketua komplek sedang tidak ada dirumah dan sudah dapat kontaknya. ";;;;;;;;;0;0
200;;Perumahan Puri Sukatani Indah 2;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;80;Tidak Terbit PO;;;;;;;;13/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/12/24 : warga menolak;;;;;;;;;0;0
201;;Villa Tanjung Harapan;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;15/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/12/24 : Tidak diizinkan pembangunan;;;;;;;;;0;0
202;;Pusri Sukamaju;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;15/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/12/24 : Eksisting Fiberstar;;;;;;;;;0;0
203;;Taman Graha Bukit Rafflesia;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;15/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/12/24 : RT tidak mengizinkan;;;;;;;;;0;0
204;;Villa Sukamaju;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;80;Tidak Terbit PO;;;;;;;;21/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;21/12/24 : diperumahan ini sudah masuk jaringan Fiberstar dan sudah ada tiangnya.;;;;;;;;;0;0
205;;Villa Kencana Damai;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;70;Tidak Terbit PO;;;;;;;;21/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;21/12/24 : diperumahan ini sudah masuk jaringan Fiberstar dan sudah ada tiangnya.;;;;;;;;;0;0
206;;Griya Permata Hati 2 Taman Kencana;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;21/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;21/12/24 : diperumahan ini sudah masuk jaringan Fiberstar dan sudah ada tiangnya.;;;;;;;;;0;0
207;;Griya Permata Sukma (EXT);Regional 1;Sumatera Selatan;Palembang;Arief Yahya;70;Tidak Terbit PO;;;;;;;;21/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;21/12/24 : diperumahan ini sudah masuk jaringan Fiberstar dan sudah ada tiangnya.;;;;;;;;;0;0
208;;Prima Indah RT 20 RW 19;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;70;Tidak Terbit PO;;;;;;;;21/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;21/12/24 : diperumahan ini sudah masuk jaringan Fiberstar dan sudah ada tiangnya.;;;;;;;;;0;0
209;;Griya Murni Sejahtera;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : Ketua Komplek menolak pembangunan
23/11/24 : perumahan ini dipegang oleh ketua komplek, namun ketua kompleknya sedang tidak ada dirumah dan sudah dapat kontaknya.";;;;;;;;;0;0
210;;Komplek Villa Alam Sutra DSK;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Tidak Terbit PO;;;;;;;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : Drop karena pengurus menolak
26/12/24 : Belum ketemu RT setempat
24/11/24 : di lorong persatuan ini bersebelahan dengan lorong bumi utama dan dipegang oleh RT 15 
namun Rtnya tidak dirumah dan sudah dapat kontaknya. ";;;;;;;;;0;0
211;;Komplek D'Miro Residence (EXT) ;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;70;Belum Terbit PO;;;;;;70,000,000;;21/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : Menunggu hasil keputusan ketua paguyuban
26/12/24 : Masih ada space utk tanam tiang
21/12/24 : diperumahan ini dipegang oleh Ketua Keamanan, dan jika ingin masuk jaringan harus izin dengan ketua keamanan. namun saat ini sedang tidak bisa ditemui dan akan dikabari nanti oleh satpam komplek.";;;;;;;;;0;0
212;;Lorong Persatuan (Sako Baru);Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Belum Terbit PO;;;;;;99,000,000;;23/11/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : Menunggu jadwal pertemuan dg RT
26/12/24 : Belum ketemu RT 
24/11/24 : diperumahan ini dipegang oleh RT namun ketua Rtnya sedang tidak dirumah dan bisa ditemui sore, 
akan dibuat janji temu nanti. Dan diperumahan ini hanya bisa masuk lewat bawah tanah. ";;;;;;;;;0;0
213;ACCESS0123-01-2025;FBEOPA PLG 36 ILIR RW01 TK;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;80;Belum Terbit PO;;;;;;80,000,000;Indihome, Indosat;13/12/2024;DONE;DONE;OK;45656;70;DONE;DONE;OK;10/01/2025;15/01/2025;;;;;DONE;DONE;DONE;OK;14/01/2025;21/01/2025;57;DONE;DONE;DONE;DONE;DONE;DONE;DONE;DONE;OK;21/01/2025;;60;;;;;;;;NOT OK;;;;;;J. Waiting Approval LLD;"21/01/25 : Done submited HLD, LLD, Waiting approval LLD
15/01/25 : Done email CBN, Waiting approval
06/01/25 : DONE BAK RW01 dikelurahan
10/01/25 : Submit Dokumen SSR Report Profiling, Menunggu Naming Project
03/01/24 : Done BAK, Waiting Data SSR
17/12/2024 : sudah bertemu dengan pak lurah dan kasitrantip, 
pak lurah mengizinkan dan akan diadakan sosialisasi dengan RW"" yg ada di Kelurahan 35 Ilir.
27/12/24 : Sosialisasi bersama RW 01 dan RT""nya. RT dan RW mengizinkan masuknya jaringan Fiberstar namun diharuskan dikawal pada saat implementasi, Done BAK 2 RT namun berkas BAK dititipkan ke bu RW krn akan ditanda tangani dan akan diambil besok.
30/12/24 : Done BAK RW 01 dengan 2 RT";;;;;;;;;0;0
214;;35 ILIR RW 02;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Belum Terbit PO;;;;;;;;13/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;C. Waiting BAK;"15/01/25 : Waiting document BAK dishare ke HO
09/01/25 : Sosialisasi bersama Ketua RW 02 dan RT""nya (ada 6 RT) namun yg hadir 5 RT. pak RW dan RT""nya mengizinkan masuknya jaringan Fiberstar namun harus koordinasi mengenai titik tiang pada saat Imple, dan akan disurvei dahulu wilayahnya.
28/12/24 : RW Menyetujui, BAK On process
17/12/2024 : sudah bertemu dengan pak lurah dan kasitrantip, 
pak lurah mengizinkan dan akan diadakan sosialisasi dengan RW"" yg ada di Kelurahan 35 Ilir.";;;;;;;;;;
215;;35 ILIR RW 03;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;250;Belum Terbit PO;;;;;;;;13/12/2024;;;NOT OK;45657;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;C. Waiting BAK;"15/01/25 : Waiting document BAK masih di Rumah RW
07/01/25 : Pengajuan SK RW (3 RW) dengan pak Lurah.
03/01/24 : Done BAK, tapi masih menunggu 1 RT lagi untuk TTD jadi berkas belum diambil
28/12/24 : RW Menyetujui, BAK On process
17/12/2024 : sudah bertemu dengan pak lurah dan kasitrantip, 
pak lurah mengizinkan dan akan diadakan sosialisasi dengan RW"" yg ada di Kelurahan 35 Ilir.
28/12/24 : Sosialisasi bersama dgn RT"" yg ada di RW 03. RT dan RW mengizinkan masuknya jaringan Fiberstar namun diharuskan dikawal pada saat implementasi, Done BAK 4 RT ada 1 RT menyusul krn tidak bisa hadir. namun berkas BAK dititipkan ke bu RT 13 krn akan ditanda tangani dan akan diambil nanti.
31/12/24 : Done BAK RW 03 dengan 5 RT ";;;;;;;;;;
216;;35 ILIR RW 04;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Belum Terbit PO;;;;;;;;13/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;D. BAK Done;"15/01/25 : Waiting document BAK masih di Rumah RW
06/01/25 : Sosialisasi bersama dgn RT"" yg ada di RW 04. RT dan RW mengizinkan masuknya jaringan Fiberstar namun diharuskan dikawal pada saat implementasi dan koordinasi mengenai titik tiang. Done BAK 4 RT ada 1 RT menyusul krn tidak bisa hadir. namun berkas BAK dititipkan ke pak RW 04 krn akan ditanda tangani dan akan diambil nanti.
17/12/2024 : sudah bertemu dengan pak lurah dan kasitrantip, 
pak lurah mengizinkan dan akan diadakan sosialisasi dengan RW"" yg ada di Kelurahan 35 Ilir.";;;;;;;;;;
217;;35 ILIR RW 05;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Belum Terbit PO;;;;;;;;13/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : Revisit tgl 17 Jan 2025
17/12/2024 : sudah bertemu dengan pak lurah dan kasitrantip, 
pak lurah mengizinkan dan akan diadakan sosialisasi dengan RW"" yg ada di Kelurahan 35 Ilir.";;;;;;;;;;
218;;35 ILIR RW 06;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Belum Terbit PO;;;;;;;;13/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;C. Waiting BAK;"15/01/25 : Waiting document BAK dishare HO
11/01/25 : Sosialisasi bersama Ketua RW 06 dan RT""nya (ada 4 RT) namun yg hadir 3 RT. pak RW mengizinkan masuknya jaringan Fiberstar namun RT"" nya yg mengizinkan ditinggalkan berkas Doc. BAK untuk diTTD nanti diambil. dan harus koordinasi mengenai titik tiang pada saat Imple, kemudian akan disurvei dulu wilayahnya.
17/12/2024 : sudah bertemu dengan pak lurah dan kasitrantip, 
pak lurah mengizinkan dan akan diadakan sosialisasi dengan RW"" yg ada di Kelurahan 35 Ilir.";;;;;;;;;;
219;;35 ILIR RW 07;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;99;Belum Terbit PO;;;;;;;;13/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : Revisit tgl 17 Jan 2025
17/12/2024 : sudah bertemu dengan pak lurah dan kasitrantip, 
pak lurah mengizinkan dan akan diadakan sosialisasi dengan RW"" yg ada di Kelurahan 35 Ilir.";;;;;;;;;;
220;ACCESS0123-01-2025;FBEOPA PLG 36 ILIR RW01 TK;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;67;Belum Terbit PO;;;;;;67,000,000;Indihome, Indosat;13/12/2024;DONE;DONE;OK;45663;57;DONE;DONE;OK;14/01/2025;15/01/2025;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;E. Waiting SPK;"15/01/25 : Approval Terkait Dokumen SSR Report Profiling oleh Pak Teguh
14/01/25 : Submit Dokumen SSR Report Profiling, Menunggu Naming Project
17/12/2024 : 36Ilir (7RW 42RT). 
Sosialisasi Bersama 3RW dan 37RT. RW/RT yang hadir mengizinkan namun mereka mau melihat detail isi BAK. Dan untuk RW/RT yang berhalangan hadir itu Untuk BAKnya di titipkan di Pak Lurah.";;;;;;;;;0;0
221;;36 ILIR RW 02;Regional 1;Sumatera Selatan;Palembang;Arief Yahya;85;Belum Terbit PO;;;;;;85,000,000;Indihome, Indosat;13/12/2024;DONE;DONE;OK;45646;75;DONE;DONE;OK;10/01/2025;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;D. BAK Done;"10/01/25 : Submit Dokumen SSR Report Profiling, Menunggu Naming Project
03/01/24 : BAK Done, waiting Data SSR
17/12/2024 : 36Ilir (7RW 42RT). 
Sosialisasi Bersama 3RW dan 37RT. RW/RT yang hadir mengizinkan namun mereka mau melihat detail isi BAK. Dan untuk RW/RT yang berhalangan hadir itu Untuk BAKnya di titipkan di Pak Lurah.
20/12/2024 : Done BAK RW 02. ";;;;;;;;;0;0
